address,choice,voting_power,timestamp,date_utc,author_ipfs_hash
0xBe13084Cea1e3C8615f781b85B995c4d95947080,1,1,1666803477,"Wed, 26 Oct 2022 16:57:57 GMT",bafkreihb3u3m4n5wr2yvdhvans6m4hiotsq63krldltdy77hynmpmwaj4m
0x3137291eCcdbB27E09a7C7137ea38076429A8193,1,1,1666869733,"Thu, 27 Oct 2022 11:22:13 GMT",bafkreicecuzdf3dlnqgoc77kagstxqu6xbiafrufgkifgamepabdge4y3a
0xe0F645A14aA5837965411e6EB795c850460b1044,1,1,1667119646,"Sun, 30 Oct 2022 08:47:26 GMT",bafkreietmci6r2ycj34dvf362ww3jertrhxwremvpsyokyj3xe6ya7kfwa
0xd38aa7740f087d115a4F3f528866ef7a87e56F91,3,1,1666810722,"Wed, 26 Oct 2022 18:58:42 GMT",bafkreiaikja374auomvyprjdwdmegsx4gxqcfjatzg2pexfmooxxqftufe
0xc9D5d1fEb2E6f0b6fc5fC87a61708164917bcedA,3,1,1666869337,"Thu, 27 Oct 2022 11:15:37 GMT",bafkreigbgvm2wgr3vfjacyeyvpm4zzebe6fuxglftay5bhcqnnp6wcdg3m
0xd6C8d94b51e5068637D06337FDa585420AFA0fa8,1,1,1666872563,"Thu, 27 Oct 2022 12:09:23 GMT",bafkreigkf4gy2257zdbfc2l7ej7s7dmxqhlidsmnl6kwkuy3wkbqnm7o3q
0x685ca887285e563a8a17C77980A025cA46012D86,2,1,1666797442,"Wed, 26 Oct 2022 15:17:22 GMT",bafkreiegxbb7j6dnpflvbfsmn4u3s2fnjso36npcavd2mpuvwixsn7qn54
0x0C1d6C2F6E5c1b9Ff9083E422E5a4B42D3a0a066,1,1,1667119692,"Sun, 30 Oct 2022 08:48:12 GMT",bafkreib6s2hjdrpupwcmiemb7krpuwro55wweyewjjg5ezcywnz6tngjtq
0x6BDa0404288459CdC35B95A0162636088DCCBee8,3,1,1666869308,"Thu, 27 Oct 2022 11:15:08 GMT",bafkreic33dhq25pinvzb5porde3zmcvr7dq7kjucv7rhckcjtzxtjmfbcm
0x1c0AcCc24e1549125b5b3c14D999D3a496Afbdb1,2,1,1666888412,"Thu, 27 Oct 2022 16:33:32 GMT",bafkreiceipzemr46f2kycuxtruab6nh6337tq4rq6cpy6iypjp7tlr63ye
0x6f568Ab3967774119713ce3Ee5df49Fde29AaB30,1,1,1666852474,"Thu, 27 Oct 2022 06:34:34 GMT",bafkreiekf2fwiriznywfcoiexzppvve7r7eaijtohylhryghmcitskqjpu
0xaCAA3FefA87358c232495b851BCe2eBE46a641Ef,2,1,1666804106,"Wed, 26 Oct 2022 17:08:26 GMT",bafkreieo4ynxhay4toukhehdpnqlxoe4iztksq7ffx2vvanyr6jln5pug4
0x3AE08a86Df3ad0b489cb8A5A52C58c24a727BA2B,2,1,1666866261,"Thu, 27 Oct 2022 10:24:21 GMT",bafkreihvbm27o67ai7n56kshwuaevxbmeqvim73cl2ujwu3qpad7qtw4h4
0x4cC93EBB24Bc1660d5b41Ff9eC8cA480a0A94C36,1,1,1666801356,"Wed, 26 Oct 2022 16:22:36 GMT",bafkreie5y5bkft43m3m2nyhzwm4ubem3z2dllfe5tb4eotdccpubki7c3y
